Countrycode;Type;Unit;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
AT;TotalGHG;MillionMerticTonnes;64.31361879;66.17608811;60.94779143;61.01490875;60.66294407;63.0892234;66.65127182;65.63137225;65.90366468;64.04837711;64.00511954;63.76662877;65.38637999;71.06378722;70.86704045;71.68232968;91.56969203;89.17968639;90.14013475;82.80165711;88.17307747;86.66239572;83.65443451
AT;TransportGHG;MillionMerticTonnes;13.97566;15.4567;15.42654;15.55814;15.60622;15.88657;17.44017;16.45264;18.56118;18.02241;18.8182;20.30911;22.2217;24.07441;24.59009;24.93685;23.63189;23.78841;22.51082;21.70944;22.38674;21.70464;21.59698;22.82038;22.18072
AT;PopulationCount;Individuals;7619567;7677850;7754891;7840709;7905633;7936118;7948278;7959017;7968041;7976789;7992324;8011566;8042293;8081957;8121423;8171966;8227829;8268641;8295487;8321496;8343323;8363404;8391643;8429991;8479375;8541575;8611088
AT;TransportGHGPerCapita;MetricTonnesPerIndividual;1.83418034;2.01315472;1.98926587;1.98427719;1.97406330;2.00180617;2.19420735;2.06716985;2.32945338;2.25935649;2.35453418;2.53497381;2.76310500;2.97878472;3.02780560;3.05151172;2.87219022;2.87694314;2.71362248;2.60883860;2.68319230;2.59519210;2.57362950;2.70704678;2.61584374
BE;TotalGHG;MillionMerticTonnes;120.6866324;126.30757;125.8336117;123.2554773;129.4975509;129.2549845;135.0781221;132.3460598;134.2347814;130.776687;141.4529986;140.4148429;133.4477071;140.1396054;135.7393236;132.8568038;130.8238904;126.8933149;130.9584674;121.5671879;130.0427985;130.9854698;125.1084542
BE;TransportGHG;MillionMerticTonnes;20.65199;20.84929;21.61032;22.11514;22.602;22.68555;23.09802;23.2922;23.93487;24.2421;24.64584;25.20023;25.51143;26.0855;27.15541;26.18377;25.58628;25.52057;27.86539;27.00993;27.09912;26.87937;24.83933;24.63002;25.22621
BE;PopulationCount;Individuals;9937697;9967379;10004486;10045158;10084475;10115603;10136811;10156637;10181245;10203008;10226419;10251250;10286570;10332785;10376133;10421137;10478617;10547958;10625700;10709973;10796493;10895586;11047744;11128246;11182817;11231213;11285721
BE;TransportGHGPerCapita;MetricTonnesPerIndividual;2.07814648;2.09175251;2.16006300;2.20157214;2.24126690;2.24262953;2.27862786;2.29329846;2.35087850;2.37597579;2.41001664;2.45825924;2.48007159;2.52453719;2.61710312;2.51256365;2.44176116;2.41947968;2.62245217;2.52194193;2.50999283;2.46699627;2.24836220;2.21328860;2.25580102
BG;TotalGHG;MillionMerticTonnes;90.75894118;68.19815056;63.26696994;62.48096332;59.14586271;58.88313209;59.28041854;55.818505;53.02447345;46.95482591;46.22059636;46.89693303;44.1202217;48.39482236;47.48220903;47.6028477;49.69907123;53.42080676;51.47842829;44.06001181;45.59742534;50.9502514;46.22466822
BG;TransportGHG;MillionMerticTonnes;6.78256;3.89308;4.08687;4.63879;4.26514;4.56881;4.46469;4.48629;5.68585;5.92805;5.68309;5.83784;6.08748;6.68469;7.02545;7.83288;8.31843;8.15925;8.5522;8.22085;7.97831;8.16544;8.45452;7.46279;8.51126
BG;PopulationCount;Individuals;8876972;8718289;8632367;8540164;8472313;8443591;8406067;8362826;8312068;8256786;8210624;8170172;8020282;7868468;7823557;7781161;7739900;7699020;7545338;7492561;7444443;7395599;7348328;7305888;7265115;7223938;7177991
